,Sno,Song ID,Song Name,Artist Name,Album Name,Release Date,Acousticness,Dancebility,Song Duration,Energy,Instrumentalness,Key,Liveliness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Popularity,Genre
9730,9730,1ZgXY30tAArpzHHolyFglh,Bad Dreams,DJ Isaac,Best Of DJ Isaac,02-02-2009,0.0107,0.752,292759,0.798,0.81,6,0.0516,-8.954,1,0.0729,174.081,4,0.0908,35,happy
9546,9546,160ZVib9V9nS6ghSxpUJx1,Hé Suzie - Radio Edit,De Doelleazen,Hé Suzie,18-02-2020,0.0762,0.632,184156,0.973,0.044,10,0.244,-4.938,0,0.0696,175.008,4,0.633,24,happy
9998,9998,0jkCEhuiRrRgccZKxLejrO,Dreams (Will Come Alive) - Twenty 4 Seven Trance Mix,2 Brothers On The 4th Floor,Dreams,01-01-1994,0.00212,0.705,348033,0.93,0.392,10,0.102,-6.433,1,0.0353,136.895,4,0.719,30,happy
9156,9156,1K68dHzsB7HLqRYBEq00pw,Weekend!,Scooter,20 Years of Hardcore (Remastered),11-10-2013,0.000281,0.491,215506,0.991,0.159,5,0.355,-5.37,0,0.0728,143.049,4,0.422,48,happy
9495,9495,1GVXDkz0Ky0LvOBh3u478h,Million Miles From Home,Dune,Expedicion,01-04-1996,0.00832,0.5,263720,0.885,0.000282,6,0.156,-10.834,0,0.0546,170.674,4,0.0378,44,happy
9404,9404,6mkhdM0PNeCojtpdCwv4Pu,Artificial Energy - Original Mix,S3RL,Remastered,22-09-2016,0.000163,0.477,357942,0.956,0.219,10,0.0871,-3.589,0,0.0997,175.019,4,0.198,26,happy
9453,9453,0bDfl7sqHJcoGRTb83jSko,Spoiler Alert,S3RL,Spoiler Alert,04-10-2017,0.00131,0.521,151000,0.996,0.206,7,0.869,-4.363,1,0.133,175.066,4,0.449,26,happy
9988,9988,7lfHS7cz2P8B9LxUJyXKvR,Empty Promises,Technikore,Empty Promises,08-10-2021,0.159,0.529,230152,0.988,0.000173,0,0.462,-1.957,1,0.322,170.091,4,0.472,21,happy
9180,9180,2G7qua6CG3xATC1EBGWscc,Forever,Darren Styles,Forever,11-02-2022,0.0301,0.5,192774,0.79,0.000104,10,0.0964,-5.159,1,0.203,155.012,4,0.186,40,happy
9371,9371,3Irwwld4HXkbaVF8oMMvGR,Feel the Melody - Vyzer Remix,S3RL,Feel the Melody (Vyzer Remix),03-11-2021,0.0108,0.546,160571,0.92,0.437,4,0.349,-2.886,1,0.115,175.066,4,0.396,28,happy
9849,9849,2S2AzVBr6SuBhVuS4ExUXO,Maria (I Like It Loud),Scooter,The Stadium Techno Experience,31-03-2003,0.00143,0.551,235173,0.997,0.0406,8,0.96,-4.048,1,0.0742,143.003,4,0.412,25,happy
9150,9150,4Vspm8Q9YaSG5CXULeuRQD,Jumping All Over The World - Radio,Scooter,Jumping All Over The World,01-02-2008,0.0242,0.567,226005,0.977,0.0443,9,0.233,-5.229,1,0.172,150.027,4,0.362,44,happy
9809,9809,4g6Q5szeWsAW0HOLZVWvsT,J'adore Hardcore / Jumping All over the World - Live,Scooter,I Want You to Stream!,03-04-2020,0.0308,0.553,478500,0.93,0.000256,7,0.898,-4.485,1,0.0818,149.954,4,0.144,37,happy
9787,9787,4x8oUQ8zEdejbUe4JjxkSG,Mary Got No Lamb - Single Edit,Scooter,Mary Got No Lamb,06-05-2016,0.0113,0.542,208615,0.763,2.63E-06,3,0.0903,-4.085,0,0.0369,130.064,4,0.539,36,happy
9947,9947,2TdQAJNgnqqJR7kgtrE4mF,Little Kandi Raver 2012 - Original Mix,S3RL,Little Kandi Raver 2012,29-08-2012,0.000186,0.622,337371,0.971,0.00185,1,0.0774,-2.393,1,0.0666,175.007,4,0.449,13,happy
9881,9881,1pzhxayE8yjWtgZ6CHM8O1,The Awakening,Tha Playah,The Awakening,26-11-2020,0.108,0.634,194526,0.943,1.80E-06,1,0.264,-1.696,1,0.154,95.045,4,0.367,36,happy
9017,9017,059sONalAfYqzIICi4Ti6R,Switch,Darren Styles,Switch,08-05-2018,0.00615,0.607,220500,0.823,0.641,6,0.423,-3.984,0,0.0431,160.031,4,0.25,56,happy
9474,9474,2rdBSMm21tN1erGSqhqvnQ,Can’t Bring Me Down - Original Mix,S3RL,Remastered,22-09-2016,0.000192,0.52,309942,0.864,0.33,9,0.121,-3.958,0,0.0943,175.025,4,0.543,24,happy
9879,9879,6MNUGTXyV9qmnRaI3AJ3yW,Reverse Bass - Radio Edit,The Prophet,Reverse Bass,26-10-2015,0.000755,0.727,192100,0.989,0.183,2,0.353,-1.937,1,0.204,150.067,4,0.127,28,happy
9815,9815,5cVpeumjwlIKi61uS4edFh,Recession 2K19,The Prophet,Recession 2K19,03-07-2019,0.00373,0.647,228754,0.966,0.0179,7,0.129,-3.992,1,0.167,149.968,4,0.297,25,happy
9889,9889,2RKInwwl88i5C3mejhTnP7,Regenerations,Rhythmics,Regenerations,10-03-2017,0.0991,0.32,231529,0.634,0.818,8,0.0882,-7.266,1,0.0474,170.127,4,0.0387,14,happy
9612,9612,09fsN9ZNNRLaE96raiSs2b,Lost Dream,Technikore,Lost Dream,11-01-2022,0.00424,0.405,229786,0.752,0.000134,6,0.161,-5.13,1,0.136,164.89,4,0.338,28,happy
9668,9668,44Cw89Ep8RPJNruzLxzjj3,Worlds Collide,Technikore,Gridlock: Special Edition,23-10-2017,0.0162,0.578,297898,0.93,0.00133,1,0.192,-2.662,0,0.141,169.993,4,0.421,24,happy
9797,9797,4KHgGiOY5c1c2p4d54N5Wx,Detonate 2019,Anime,Aftermath,20-12-2019,0.109,0.547,199666,0.998,0.00334,7,0.485,-1.41,1,0.421,180.007,4,0.0381,29,happy
9118,9118,7joCk46A0TdANBGxSsSUiu,The Bass & the Melody,S3RL,The Bass & the Melody,05-08-2020,0.00652,0.442,185748,0.989,0.0722,7,0.592,-2.203,0,0.251,174.949,4,0.226,37,happy
9443,9443,2lmRy0gQIxniUnuinzRuzb,Not my tempo,Dj Mad Dog,Not My Tempo,22-11-2015,0.026,0.457,256786,0.947,0.0627,7,0.0909,-3.152,1,0.192,174.064,4,0.0656,33,happy
9473,9473,1TCmrKQgfzpU4JGaoILP3s,Desire,Dj Promo,Hope,13-12-2021,0.0642,0.584,143058,0.641,0.84,4,0.0508,-10.986,1,0.0517,190.012,4,0.264,20,happy
9806,9806,5w4u4sSOoQBHSsg80zjGbs,Jumping All over the World,Scooter,20 Years of Hardcore (Remastered),11-10-2013,0.0209,0.55,225560,0.987,0.119,2,0.186,-3.956,1,0.0973,149.994,4,0.348,33,happy
9249,9249,70xG7bK11VRvGr0fniPyaP,Brostep Strikes Back,Gammer,Brostep Strikes Back,14-11-2019,0.00623,0.628,154250,0.967,0.642,1,0.29,-2.17,1,0.0795,150.129,4,0.387,27,happy
9876,9876,6M5BZsMVeayuydKVaRCo3t,Wonderful Days,Various Artists,Happy Hardcore Top 100,17-05-2010,0.0101,0.558,331572,0.92,0.927,9,0.994,-10.974,1,0.0722,173.886,4,0.113,37,happy
9345,9345,6Zx97QqPxgmCIndlOJYj9s,Bigroom Blitz,Scooter,The Fifth Chapter (SPY Version),29-05-2015,0.00268,0.718,186363,0.912,0.000309,3,0.683,-4.317,1,0.03,132.048,4,0.316,21,happy
9316,9316,5X0tiX6MJ2mrCO4iy3C8u3,The Beat,Dj Mad Dog,The Beat,23-06-2022,0.00144,0.49,203675,0.971,0.924,7,0.129,-1.787,1,0.129,184.998,4,0.0395,39,happy
9275,9275,3Ncra0XuKwCQJ0t2ye3S6R,Now That I've Found You (feat. Déja),S3RL,Now That I've Found You (feat. Déja),04-04-2018,0.00711,0.481,194361,0.983,0.0312,6,0.118,-2.57,1,0.0817,175.077,4,0.578,28,happy
9044,9044,4cN1uno0iSzRsOOSE4NvF9,Demons - Restrained Remix,Paul Elstak,Demons (Restrained Remix),14-01-2022,0.0357,0.453,240000,0.96,0,6,0.103,-2.07,0,0.105,175.003,4,0.0816,49,happy
9519,9519,5L2NmodL5sxYCIIMd67A54,Old Stuff (feat. Minto),S3RL,Old Stuff (feat. Minto),01-04-2015,0.00269,0.487,195408,0.981,7.26E-06,2,0.458,-2.101,1,0.0626,175.132,4,0.699,22,happy
9271,9271,3PRbWWHsoU1qLKSSVWe7Es,Poder,Cixx,Poder,12-01-2022,0.0542,0.669,100500,0.444,0.887,10,0.132,-16.759,1,0.0427,140.859,4,0.364,31,happy
9570,9570,4pz0GAVj6063pieNupwt2g,Space-Time (feat. Riddle Anne),S3RL,Space-Time (feat. Riddle Anne),02-11-2016,0.000405,0.625,172320,0.712,0,6,0.0745,-6.481,1,0.148,175.018,4,0.516,22,happy
9709,9709,0rljcsaorJc88H8eEGK4Rh,Never Stop The Show,Scooter,God Save the Rave,16-04-2021,0.0105,0.467,231337,0.867,0.000983,5,0.346,-5.26,0,0.0448,151.073,4,0.0562,34,happy
9152,9152,0urv9fHfh9vVkR4kRz3Mqh,I Kiss Your Lips,Tokyo Ghetto Pussy,Disco 2001,1995,0.00829,0.633,337173,0.836,0.0266,7,0.171,-8.147,1,0.0449,164.956,4,0.328,30,happy
9760,9760,6Q0qSSyWyEf7q8PIyTFzNB,Drop It,Various Artists,Happy Hardcore Top 100,17-05-2010,0.024,0.498,263758,0.878,0.682,11,0.345,-4.802,0,0.0537,94.454,4,0.0377,41,happy
9705,9705,5WUOqzeOVhMnpM6AmQT3CT,We All Scream,S3RL,Old Skool Masters - S3RL,2007,0.00702,0.443,326452,0.996,0.932,10,0.908,-3.588,0,0.158,174.963,3,0.177,19,happy
9678,9678,3xo6eJtS9WW8vlSUdtR83e,Café Der Blije Harten,Lawineboys,Café Der Blije Harten,02-07-2021,0.268,0.73,172500,0.94,0,7,0.186,-2.429,0,0.084,91.532,4,0.806,22,happy
9137,9137,5huIyIlnwtOOpaeSGTydHI,The Heartless,Tha Playah,Sick And Twisted,23-08-2019,0.0257,0.526,189405,0.966,0.000195,2,0.336,-0.902,1,0.3,185.083,4,0.221,49,happy
9175,9175,42yws4VjctDhglqp8ZYuxm,Request,S3RL,Request,27-02-2013,0.00242,0.508,213028,0.994,0.00248,1,0.337,-1.032,1,0.135,174.982,4,0.453,30,happy
9648,9648,1x0mOJ1DPpMEHin7cPbFUj,I Kiss Your Lips - Club Mix,Tokyo Ghetto Pussy,I Kiss Your Lips,1995,0.00907,0.636,338000,0.84,0.0172,7,0.11,-7.752,1,0.0434,164.966,4,0.331,20,happy
9014,9014,4jihqV0COtCtBpJOuTRTV4,You Are Mine,S3RL,You Are Mine,05-02-2020,0.00949,0.462,194734,0.967,1.34E-06,6,0.335,-0.965,0,0.154,174.893,4,0.265,50,happy
9512,9512,3FbqCYyCKMZpE42697f2KF,Ready 4 The Tweekend,Tweekacore,Ready 4 The Tweekend,28-08-2018,0.000564,0.532,189494,0.983,0.00071,8,0.769,-1.849,0,0.0845,169.93,4,0.492,30,happy
9432,9432,0XUbq6STWcxFC6qrU09tE1,Quit (feat. Hudson Mohawke),Gammer,Better Together,07-10-2022,0.0566,0.473,204705,0.804,4.04E-05,7,0.103,-4.947,1,0.0593,169.881,4,0.328,23,happy
9684,9684,2t2GXlpGCxcOzfAKaXQP1U,Enrapture,Re-Style,Enrapture,31-07-2020,0.0347,0.492,211578,0.992,0.187,0,0.0879,-3.885,1,0.0903,95.051,4,0.114,36,happy
9116,9116,41hPgXCRjpLf53pgvPNtpX,Bad Boy,S3RL,Old Skool Masters - S3RL,2007,0.0335,0.581,356571,0.98,0.882,0,0.769,-12.43,0,0.19,174.928,4,0.299,33,happy
9508,9508,0dEUdptrttDvLSWlDa8EvI,The Question Is What Is the Question?,Scooter,20 Years of Hardcore (Remastered),11-10-2013,0.0129,0.587,226304,0.972,0.244,7,0.255,-3.912,1,0.0406,142.035,4,0.929,41,happy
9764,9764,06uht1keHAWyzBtdDIOgoe,Never Alone - Re-Style Remix,2 Brothers On The 4th Floor,Never Alone (Re-Style Remix),22-02-2019,0.00676,0.534,230400,0.915,0.0393,10,0.846,-4.169,0,0.076,175.032,4,0.697,39,happy
9878,9878,0fXhHhjPGd3pNjWAZZxNUU,Dream Til The End Of Time - Mixed,Al Storm,"Hardcore Uproar (Mixed By Al Storm & DJ Seduction, Rob IYF, DJ Stompy, Eazyvibe & Darren Tyler)",14-10-2022,9.62E-05,0.402,172584,0.958,0.157,6,0.337,-7.023,0,0.0571,178.055,4,0.117,11,happy
9541,9541,4DUpAdWLp0cfVKnojfH7AS,Let U Go,S3RL,Old Skool Masters - S3RL,2007,0.00262,0.562,312685,0.672,0.0624,11,0.139,-12.544,0,0.0654,175.008,4,0.201,20,happy
9858,9858,5QBtfZaLnjCS6MCtzsZgZ3,Shooting Star - Ham Mix,Bang!,Shooting Star,01-01-1997,0.00212,0.579,407001,0.827,0.283,10,0.057,-12.185,0,0.0504,171.982,4,0.517,26,happy
9215,9215,7yKNBcrfAPCVKBUnQcM5UV,Nobody Said It Was Easy,Evil Activities,Evil's Greatest Activities,22-02-2013,0.00216,0.461,304836,0.575,0.379,0,0.0915,-7.275,1,0.0407,170.032,4,0.115,35,happy
9976,9976,7JJPW9qdx0ljtbGYvWC1Hz,One Moment - Original Mix,The Prophet,Scantraxx 077,19-03-2012,0.0237,0.56,355430,0.861,0.0168,10,0.365,-7.263,0,0.0563,150.016,4,0.187,19,happy
9138,9138,2BdBdmMeDHQVT4q0KdD2hL,Intel,Euromasters,Intel,27-01-2022,0.253,0.567,82802,0.461,0.871,1,0.0911,-11.74,0,0.0336,119.273,4,0.672,24,happy
9046,9046,3jS6gkxBHMO0J3aZiFTsjv,All That I Need (feat. Kayliana & MC Riddle),S3RL,All That I Need (feat. Kayliana & MC Riddle),07-06-2017,0.000766,0.581,186480,0.949,0,9,0.894,-3.717,1,0.159,174.99,4,0.73,44,happy
9058,9058,4WfXGD1jYjWqmdJlEbP3wD,Cherry Pop (feat. Gl!Tch),S3RL,Cherry Pop (feat. Gl!Tch),03-05-2017,0.00728,0.654,192643,0.897,0.000177,6,0.767,-3.933,0,0.235,174.926,4,0.752,39,happy
9069,9069,7tNzd03v3T5aU7P1UpeuYF,Slave to the Rave,Various Artists,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,14-10-2022,0.0278,0.543,222400,0.886,1.00E-05,9,0.148,-3.689,0,0.136,150.081,4,0.175,0,happy
9851,9851,1kiI7G35IZs0u4vtKX2Mne,Demonic Playgrounds,Nosferatu,Demonic Playgrounds,29-07-2022,0.177,0.589,188404,0.991,0,1,0.407,-1.149,1,0.255,95.03,4,0.0769,33,happy
9487,9487,1qJymPMEBleOFWGuFRkZoy,In My Eyes - 2021 Edit,Various Artists,"Cardio Workout, Vol. 6",11-02-2022,0.00127,0.595,344346,0.971,0.0155,9,0.165,-5.122,1,0.0725,144.997,4,0.0599,26,happy
9311,9311,3XjAOnW27a5TbywcxtRJwy,Kryptonite,Re-Style,Kryptonite,25-06-2021,0.0208,0.455,262053,0.939,0,1,0.382,-5.198,1,0.0557,92.417,4,0.207,46,happy
9885,9885,4nWtSlLI6jDDF2bH4uXP7n,John (Met Z`n Accordeon),PartyfrieX,Partyfreak,10-01-2020,0.186,0.674,159786,0.96,3.97E-05,7,0.301,-3.696,1,0.0413,149.898,4,0.969,19,happy
9120,9120,3czsBXM7bzuBg9WcbzFhP7,History Maker,Brisk,History Maker,26-01-2022,0.000687,0.459,199640,0.997,0.0282,7,0.233,-1.462,1,0.269,175.039,4,0.202,36,happy
9522,9522,38UPF5qSnqvtRMhisFgVLl,Loving You 2022,DJ Isaac,Loving You 2022,01-12-2021,0.0298,0.603,220200,0.929,0.0019,9,0.247,-3.157,1,0.224,150.056,4,0.193,31,happy
9637,9637,3bQ4xxGMzQtOine7eN3PrV,Wazzup - Flamman & Abraxas Radio Mix,Party Animals,Greatest Hits & Underground Anthems,12-09-2014,0.098,0.559,205906,0.997,0.0972,11,0.204,-3.69,0,0.0642,160.039,4,0.784,41,happy
9564,9564,6AKwLGwvxwX3hGVvSCEUvJ,Let It Burn,Anime,Let It Burn,22-10-2020,0.103,0.616,213230,0.993,6.58E-06,2,0.628,0.162,1,0.0899,100.019,4,0.112,34,happy
9833,9833,50YOGafESPuvrBRwytBWXM,What We Do - Original Mix,S3RL,Remastered,22-09-2016,0.000188,0.517,359314,0.982,0.667,11,0.47,-4.03,0,0.181,174.977,4,0.354,18,happy
9407,9407,23Zd0TvdAjcFot9GpCOYHB,Broken - Wildstylez Remix,Endymion,Invincible,20-06-2018,0.0408,0.542,269600,0.965,0,8,0.737,-3.591,0,0.244,150.083,4,0.0872,33,happy
9794,9794,5a3bIdyTP8Bj9f9dR0TH04,Embrace The Fire,Tha Playah,Sick And Twisted,23-08-2019,0.0126,0.384,206379,0.995,0.00852,2,0.588,-1.74,1,0.221,174.072,4,0.221,33,happy
9598,9598,5sL4oXq9Ka0jEIy0CdxYqi,Crank It Louder - Original Mix,S3RL,Remastered,22-09-2016,0.00513,0.457,359314,0.989,0.398,7,0.0443,-5.045,0,0.17,175.006,4,0.324,22,happy
9542,9542,1hW21b9IQeETvRqMwnn2F7,Maze of Martyr (Official Dominator 2017 anthem) - Radio Edit,Dj Mad Dog,Till I Die Vol.1,04-07-2017,0.00902,0.32,232541,0.99,0.00032,1,0.107,-2.454,1,0.344,178.107,4,0.0424,37,happy
9735,9735,7Gtll0R49DE7NjPdLotXIw,Summerbass,S3RL,Summerbass - Single,15-09-2011,0.00307,0.577,260844,0.988,0.000267,8,0.287,-2.244,1,0.182,174.977,4,0.272,18,happy
9326,9326,3RIPlXog3YA4qpz8MfyCba,I Wanna be a Hippy - Radio Mix,Technohead,I Wanna be a Hippy,1995,0.104,0.714,198733,0.924,0.676,8,0.0652,-7.787,1,0.0518,177.419,4,0.496,46,happy
9983,9983,7yHCSH67OcQiK3rS1oZ6iJ,Find The Spark (Refuzion Remix),Tweekacore,Find The Spark,03-12-2019,0.0763,0.556,185530,0.902,0,7,0.0994,-3.27,1,0.0523,150.011,4,0.558,26,happy
9330,9330,5iDQ96YWbADduqbswcLzNX,Party People,DJ Isaac,Party People,06-02-2020,0.029,0.448,199200,0.96,0.00357,5,0.356,-1.797,0,0.388,150.005,4,0.24,36,happy
9927,9927,1qMpizsteqlAZ1AHcQV6wn,Find Me,DJ Isaac,Find Me,06-10-2017,0.000881,0.558,190400,0.951,3.55E-05,1,0.287,-2.367,0,0.0704,149.956,4,0.101,29,happy
9840,9840,2fDNRGrwxlZ2ACR4PH425g,Make Me Stay - Original Mix,The Prophet,The Prophet & Noisecontrollers & Leonie Meijer - Make Me Stay,17-04-2014,0.00653,0.533,276800,0.961,0.0297,5,0.145,-3.094,0,0.179,149.971,4,0.404,31,happy
9700,9700,6GAqSf020FWPZBkSLCDoym,MTC Saga Final Chapter - DJ Edit,S3RL,MTC Saga Final Chapter,07-05-2020,0.0357,0.551,213944,0.94,1.12E-05,1,0.736,-2.012,1,0.194,174.906,4,0.782,20,happy
9654,9654,1AFCfG17PPf29y3xEW9uuR,Rainbow To The Stars,Dune,Expedicion,01-04-1996,0.00943,0.425,296040,0.862,0.0091,5,0.418,-11.661,1,0.0356,180.711,4,0.039,40,happy
9588,9588,2riKM0acXDOBNyJRAyBKo5,You're My Superhero (feat. Zoe VanWest),S3RL,You're My Superhero (feat. Zoe VanWest),31-08-2016,0.126,0.585,187089,0.958,0,6,0.36,-2.962,0,0.0632,174.972,4,0.712,22,happy
9929,9929,0ri8LaSZc3SOebjtehiqC9,Esta Loca,The Prophet,Esta Loca,10-02-2022,0.152,0.472,175534,0.86,2.73E-06,10,0.3,-5.376,0,0.503,156.222,4,0.368,28,happy
9850,9850,3p90CZXlckLflxlw5cOebn,Dance With Me,2 Brothers On The 4th Floor,Dreams,01-01-1994,0.226,0.828,250400,0.943,0.000312,7,0.396,-5.059,0,0.0814,134.989,4,0.752,31,happy
9328,9328,2BJ3UgJ3mjZhgFlCdZQJDe,Superhorn,Gammer,Better Together,07-10-2022,0.0141,0.553,144000,0.979,0.243,1,0.163,-2.46,1,0.0925,160.047,4,0.541,27,happy
9842,9842,3ISXoKwtIuPwRzkaYD0tqP,Carbidsjitte,De Doelleazen,Carbidsjitte,15-12-2021,0.0108,0.565,191718,0.945,0.000406,0,0.0465,-2.168,0,0.0604,176.989,4,0.719,20,happy
9291,9291,09wF90WZgoUugfLzwivlKO,Jumping All Over The World,Scooter,Jumping All Over The World,30-11-2007,0.0188,0.576,228821,0.967,0.32,2,0.514,-5.73,1,0.0911,150.001,4,0.552,41,happy
9075,9075,35i6b4n58J2WS7fgu4jlpK,Arder,Dj Promo,Arder,13-02-2022,0.12,0.81,90158,0.553,0.76,8,0.435,-10.705,0,0.152,117.32,4,0.789,29,happy
9966,9966,2oKevWSafH0EDEZ8HlOlF7,Before The Sun - Original Mix,Darren Styles,Before The Sun,07-12-2015,0.00446,0.487,306000,0.841,5.19E-06,11,0.234,-1.877,0,0.141,170.29,4,0.362,23,happy
9340,9340,3HFFpKvB0rWYHiPLX9dXqp,Fire,S3RL,Fire,02-10-2019,0.0077,0.497,216671,0.982,0,5,0.1,-1.254,0,0.38,174.881,4,0.433,28,happy
9536,9536,7ux9HU6Qdi9c7AvBOpeWFB,Rotterdam - Original Remix,Bald Terror,Drummachine Remixes,11-05-2011,0.00494,0.441,289785,0.564,0.509,9,0.508,-11.8,0,0.0811,145.835,4,0.0957,27,happy
9097,9097,0oHEiGSJjfLROTq55TEoFl,Step Back,Gammer,Step Back,29-07-2022,0.0123,0.617,198400,0.982,0.101,9,0.734,-2.017,1,0.0942,150.023,4,0.432,34,happy
9228,9228,3mDnDIDXaKNR1fwklfDC4P,I like It Loud - Original Mix,The Prophet,The Hardcore Archive Part 3 (1997),21-10-2022,0.00135,0.676,205392,0.961,0.000529,8,0.25,-5.926,1,0.143,187.157,4,0.0985,5,happy
9277,9277,6SFuAfGGKwmOZYpx542qWp,Not Alone,S3RL,Not Alone,07-07-2021,0.004,0.425,183944,0.944,0.0192,1,0.0975,-3.573,0,0.0802,174.999,4,0.272,29,happy
9997,9997,32gL29Zu8JEAlAUEvTgRaK,4 AM - Radio Version,Scooter,Music For A Big Night Out,2012,0.00151,0.586,196972,0.884,0,8,0.328,-5.73,1,0.188,132.03,4,0.285,29,happy
9618,9618,4YZqFdGBeBrMv9QPtQhDsP,Snow White Line - Original Mix,S3RL,Remastered,22-09-2016,0.0664,0.494,348342,0.993,0.0584,7,0.0778,-4.595,1,0.273,174.991,4,0.212,20,happy
9872,9872,4a0v65AYMLTk3k7ttOUy8n,It's Like That - Original Mix,Darren Styles,It's Like That,07-03-2016,0.0129,0.569,249882,0.941,0.487,3,0.258,-4.996,1,0.0807,170.036,4,0.165,28,happy
9409,9409,3nScATnujzeV2iAbRFOwvR,Don't Stop - Original Mix,S3RL,Remastered,22-09-2016,0.00825,0.489,351085,0.912,0.45,10,0.283,-4.157,0,0.0519,175.008,4,0.592,24,happy
9023,9023,6rwxcZoU91W5vyqQsjBHD6,Dopamine,S3RL,Dopamine,03-06-2020,0.00259,0.47,178000,0.995,0.0547,1,0.369,-0.629,1,0.14,174.951,4,0.123,46,happy
9679,9679,0JcHu6zRFqhEHt1qchQyZS,Nirvana of noise (Official Dominator Anthem 2011),Art Of Fighters,Still fighting - 15 years of Art of Fighters Hardcore,07-12-2015,0.00719,0.283,168685,0.922,2.49E-05,6,0.379,-4.481,0,0.121,174.976,3,0.175,36,happy
9210,9210,4Rxsd7nocfLMBqUUZLVZxX,Spoiler Alert - Vyzer Remix,S3RL,Spoiler Alert (Vyzer Remix),13-07-2022,0.00921,0.457,203157,0.994,0.893,10,0.0885,-0.882,0,0.115,175.029,4,0.205,32,happy
9214,9214,4xSFbc4P9gsgbiuRTylMjq,This Is The End,Gammer,This Is The End,19-08-2019,0.0311,0.324,247683,0.835,5.48E-06,11,0.0807,-3.304,0,0.147,152.764,4,0.287,32,happy
9336,9336,18WbtWE54bmv9Hp1Yo1SUc,One (Always Hardcore),Scooter,Mind the Gap,08-11-2004,0.00132,0.512,225026,0.994,0.00773,9,0.14,-4.497,1,0.0609,143.986,4,0.681,45,happy
9006,9006,4tV6ku4jEYw9L5gZuNpCbP,DYSYLM,Gammer,DYSYLM,15-06-2020,0.0102,0.532,176051,0.878,0.201,7,0.169,-3.933,0,0.215,169.962,4,0.385,56,happy
9198,9198,6CljwtqzmaomeSjAnIETjP,Fire,Scooter,Fire,27-03-1997,0.00296,0.551,212133,0.984,0.0156,7,0.316,-6.802,1,0.0852,141.982,4,0.337,36,happy
9088,9088,7JugxAkkHITImcgQdKmWAr,Dopamine - Roski Veair Remix,S3RL,Dopamine (Roski Veair Remix),21-09-2022,0.0152,0.659,250045,0.942,0.0083,5,0.348,-2.294,0,0.105,128.017,3,0.336,40,happy
9951,9951,0RQgyidxoZlmaQxEU80lFk,You’re My Angel,Styles & Breeze,You're My Angel,05-12-2005,0.0611,0.571,196306,0.883,1.00E-06,11,0.238,-16.9,0,0.0454,140.028,4,0.251,21,happy
9636,9636,4OZ91gQzriy8wytlKs6KV9,Aquarius - Flamman & Abraxas Radio Mix,Party Animals,Good Vibrations,06-11-1996,0.0488,0.587,192133,0.851,0.615,10,0.112,-6.023,0,0.0426,175.056,4,0.359,43,happy
9102,9102,6ACG1I3qXRpnkIKLVzy4Ww,The Logical Song,Scooter,20 Years of Hardcore (Remastered),11-10-2013,0.00112,0.527,234116,0.933,0.0362,6,0.425,-6.277,0,0.0382,144.043,4,0.493,47,happy
9645,9645,6j3KmLFCz2cOcfQGjNvmi3,Down with Me,DJ Isaac,Down With Me,07-04-2017,0.0502,0.573,148800,0.941,0.0487,1,0.444,-2.76,1,0.0609,149.898,4,0.476,28,happy
9945,9945,4pBY6cck7pIeI05uGe5bOY,FUCKING WITH THE WRONG ONE,Noisekick,TERRORDRANG,08-09-2015,1.03E-05,0.477,263627,0.999,0.318,11,0.277,-0.438,0,0.118,149.526,4,0.309,19,happy
9964,9964,1oFgCEpeM3aJWCiauD44DL,Us Against The World,Monstercat,Monstercat Uncaged Vol. 1,12-05-2017,0.0316,0.531,271058,0.896,0.00723,1,0.0297,-3.297,0,0.107,169.955,4,0.34,14,happy
9442,9442,2pVEXbOHe4YhWwMM0jA6mY,Press Play Walk Away - NeoQor Remix,S3RL,Press Play Walk Away (NeoQor Remix),23-06-2021,0.000366,0.528,183910,0.993,0.227,6,0.881,-3.739,1,0.0968,107.495,4,0.443,26,happy
9918,9918,3Zcoi0hLuGIMo0kEGpvlH8,Hast M by Dy,De Doelleazen,Wy Jouwe Gas,13-05-2022,0.0491,0.658,199921,0.867,0.00124,10,0.0936,-4.377,0,0.103,173.088,4,0.436,18,happy
9298,9298,6BnaBFeF53LtcXpCiOWLE5,Never Let Me Down,Darren Styles,Never Let Me Down,20-06-2019,0.0165,0.46,190808,0.85,3.75E-06,7,0.0917,-3.907,1,0.189,165.15,4,0.13,33,happy
9040,9040,7ieWVq8MZQPf8uvt9JBvf9,Press Play Walk Away,S3RL,Press Play Walk Away - Single,10-05-2012,0.0531,0.497,235963,0.999,0.000826,0,0.105,-1.373,1,0.144,175.041,3,0.423,39,happy
9354,9354,25cy4190euyomAVWntlEdB,Over the Rainbow (feat. Sara),S3RL,Over the Rainbow (feat. Sara),19-06-2014,0.00262,0.517,253075,0.976,0.599,8,0.331,-1.127,1,0.0578,159.906,4,0.407,26,happy
9577,9577,4Xjm1EBIGmAQJ8uQFdiFw9,Slut - Original Mix,S3RL,Remastered,22-09-2016,0.00339,0.402,351085,0.994,0.843,11,0.868,-4.838,0,0.115,174.973,4,0.116,21,happy
